ID,Caseid,Activity,Urgency,Impact,Priority,StartDate,EndDate,TicketStatus,UpdateDateTime,Duration,Origin,Class
721,CS_419458,Design,1,3,3,2023-06-23,2023-09-30,Open,"2024-05-03 16:27:40",99,"Rona E.",Problem
722,CS_219646,Design,1,3,3,2023-01-07,2023-02-20,Deployed,"2024-05-03 16:27:40",44,"George E.",Incident
723,CS_354562,Design,1,3,3,2023-02-18,2023-04-09,"In Process","2024-05-03 16:27:40",50,"Bill B.",Problem
724,CS_243926,"Password Reset",2,2,3,2023-02-18,2023-04-29,Deployed,"2024-05-03 16:27:40",70,"Joe S.",SR
725,CS_598064,Test,3,1,3,2023-01-30,2023-03-04,"In Process","2024-05-03 16:27:40",33,"Achmed M.",Change
726,CS_284316,Construction,2,3,4,2023-02-24,2023-03-31,"On Hold","2024-05-03 16:27:40",35,"Bill B.",Change
727,CS_547369,Test,2,1,2,2023-04-22,2023-06-06,"On Hold","2024-05-03 16:27:40",45,"Bill B.",Change
728,CS_602468,Design,2,1,2,2023-03-17,2023-06-04,"On Hold","2024-05-03 16:27:40",79,"Achmed M.",Incident
729,CS_608048,Design,2,1,2,2023-05-11,2023-08-09,Deployed,"2024-05-03 16:27:40",90,"Achmed M.",Problem
730,CS_267106,Design,1,3,3,2023-05-13,2023-06-11,"In Process","2024-05-03 16:27:40",29,"Achmed M.",Problem
731,CS_146828,"Password Reset",1,1,1,2023-03-08,2023-06-16,Deployed,"2024-05-03 16:27:40",100,"Achmed M.",Change
732,CS_348489,Test,3,2,4,2023-03-22,2023-05-14,Deployed,"2024-05-03 16:27:40",53,"Rona E.",Change
733,CS_936681,Design,2,1,2,2023-05-01,2023-06-08,"On Hold","2024-05-03 16:27:40",38,"George E.",Incident
734,CS_965803,"Password Reset",1,3,3,2023-02-19,2023-05-02,"On Hold","2024-05-03 16:27:40",72,"Achmed M.",Problem
735,CS_226863,Construction,1,1,1,2023-06-22,2023-09-25,"In Process","2024-05-03 16:27:40",95,"George E.",Problem
736,CS_518652,Design,1,1,1,2023-06-05,2023-08-16,"In Process","2024-05-03 16:27:40",72,"Joe S.",SR
737,CS_511847,Test,3,3,5,2023-05-16,2023-07-30,Deployed,"2024-05-03 16:27:40",75,"Bill B.",Incident
738,CS_169330,"Password Reset",1,1,1,2023-01-09,2023-04-05,"Deployed Failed","2024-05-03 16:27:40",86,"George E.",Change
739,CS_712780,Test,3,1,3,2023-03-07,2023-04-26,"In Process","2024-05-03 16:27:40",50,"Achmed M.",Incident
740,CS_284360,Construction,3,3,5,2023-01-30,2023-02-15,"In Process","2024-05-03 16:27:40",16,"Joe S.",Change
741,CS_130541,Test,2,1,2,2023-03-27,2023-04-02,"In Process","2024-05-03 16:27:40",6,"George E.",Incident
742,CS_428541,Construction,2,1,2,2023-05-20,2023-07-26,Open,"2024-05-03 16:27:40",67,"Achmed M.",Incident
743,CS_742688,Design,2,1,2,2023-01-20,2023-01-25,"In Process","2024-05-03 16:27:40",5,"George E.",SR
744,CS_833577,Construction,1,2,2,2023-05-18,2023-06-05,"In Process","2024-05-03 16:27:40",18,"George E.",SR
745,CS_428780,"Password Reset",3,1,3,2023-02-21,2023-03-01,"On Hold","2024-05-03 16:27:40",8,"Achmed M.",SR
746,CS_411389,Test,3,1,3,2023-02-26,2023-06-01,"In Process","2024-05-03 16:27:40",95,"Achmed M.",Change
747,CS_932488,"Password Reset",2,1,2,2023-03-06,2023-05-21,Deployed,"2024-05-03 16:27:40",76,"Achmed M.",Incident
748,CS_654815,Construction,3,2,4,2023-06-27,2023-08-15,"In Process","2024-05-03 16:27:40",49,"George E.",Incident
749,CS_820687,Test,3,3,5,2023-01-05,2023-02-11,"Deployed Failed","2024-05-03 16:27:40",37,"Achmed M.",SR
750,CS_826757,"Password Reset",1,1,1,2023-06-06,2023-08-15,"On Hold","2024-05-03 16:27:40",70,"Joe S.",Problem
751,CS_454713,"Password Reset",3,1,3,2023-01-15,2023-03-09,"Deployed Failed","2024-05-03 16:27:40",53,"George E.",Incident
752,CS_669142,Test,1,1,1,2023-05-18,2023-06-26,Open,"2024-05-03 16:27:40",39,"Bill B.",Incident
753,CS_695693,Design,1,3,3,2023-06-08,2023-09-08,"Deployed Failed","2024-05-03 16:27:40",92,"Achmed M.",Change
754,CS_486759,Test,2,1,2,2023-05-04,2023-06-03,"On Hold","2024-05-03 16:27:40",30,"Achmed M.",Problem
755,CS_519245,Construction,1,3,3,2023-05-13,2023-08-06,"On Hold","2024-05-03 16:27:40",85,"Achmed M.",SR
756,CS_153164,Construction,3,1,3,2023-06-07,2023-08-08,"Deployed Failed","2024-05-03 16:27:40",62,"Achmed M.",Problem
757,CS_320357,Design,1,3,3,2023-04-27,2023-06-09,Deployed,"2024-05-03 16:27:40",43,"Achmed M.",Incident
758,CS_226897,Construction,3,3,5,2023-04-05,2023-05-01,"Deployed Failed","2024-05-03 16:27:40",26,"George E.",Change
759,CS_796536,"Password Reset",2,2,3,2023-05-24,2023-06-14,Open,"2024-05-03 16:27:40",21,"Bill B.",Incident
760,CS_717497,Construction,2,3,4,2023-05-26,2023-06-05,Deployed,"2024-05-03 16:27:40",10,"Joe S.",SR
761,CS_836537,Construction,3,2,4,2023-04-21,2023-07-07,"On Hold","2024-05-03 16:27:40",77,"Achmed M.",SR
762,CS_369095,"Password Reset",1,2,2,2023-01-06,2023-03-05,Deployed,"2024-05-03 16:27:40",58,"Joe S.",SR
763,CS_225053,"Password Reset",1,2,2,2023-05-19,2023-06-29,Open,"2024-05-03 16:27:40",41,"Rona E.",Incident
764,CS_319990,Construction,1,2,2,2023-04-12,2023-05-18,"On Hold","2024-05-03 16:27:40",36,"Achmed M.",Incident
765,CS_924471,"Password Reset",3,3,5,2023-04-18,2023-04-24,"Deployed Failed","2024-05-03 16:27:40",6,"Rona E.",Change
766,CS_187574,"Password Reset",2,1,2,2023-01-05,2023-02-10,"In Process","2024-05-03 16:27:40",36,"Bill B.",Change
767,CS_136984,Design,1,1,1,2023-06-18,2023-09-23,Open,"2024-05-03 16:27:40",97,"Bill B.",Incident
768,CS_324722,Design,3,3,5,2023-05-23,2023-06-04,"In Process","2024-05-03 16:27:40",12,"George E.",Change
769,CS_946280,Test,1,1,1,2023-05-31,2023-09-04,"On Hold","2024-05-03 16:27:40",96,"Bill B.",Incident
770,CS_143468,Design,2,1,2,2023-04-05,2023-07-06,"In Process","2024-05-03 16:27:40",92,"Joe S.",Incident
771,CS_853508,Construction,1,2,2,2023-03-06,2023-05-10,Open,"2024-05-03 16:27:40",65,"Rona E.",SR
772,CS_773367,"Password Reset",3,2,4,2023-05-23,2023-07-18,Deployed,"2024-05-03 16:27:40",56,"Rona E.",Incident
773,CS_900006,"Password Reset",2,1,2,2023-04-08,2023-06-27,"On Hold","2024-05-03 16:27:40",80,"Achmed M.",SR
774,CS_685552,"Password Reset",2,1,2,2023-06-14,2023-08-13,Open,"2024-05-03 16:27:40",60,"Joe S.",Change
775,CS_313462,"Password Reset",3,3,5,2023-06-17,2023-09-02,"In Process","2024-05-03 16:27:40",77,"Joe S.",Change
776,CS_755333,"Password Reset",2,3,4,2023-01-26,2023-05-06,"On Hold","2024-05-03 16:27:40",100,"Achmed M.",Problem
777,CS_261282,Design,3,2,4,2023-01-26,2023-04-20,"On Hold","2024-05-03 16:27:40",84,"Rona E.",Problem
778,CS_794481,Construction,1,2,2,2023-05-30,2023-08-24,"Deployed Failed","2024-05-03 16:27:40",86,"George E.",Incident
779,CS_771233,"Password Reset",3,1,3,2023-02-06,2023-03-05,"Deployed Failed","2024-05-03 16:27:40",27,"Rona E.",SR
780,CS_488855,Test,3,3,5,2023-05-29,2023-08-14,Open,"2024-05-03 16:27:40",77,"Bill B.",Problem
781,CS_327485,"Password Reset",1,3,3,2023-06-26,2023-09-26,"On Hold","2024-05-03 16:27:40",92,"Bill B.",Change
782,CS_985363,Test,3,3,5,2023-05-05,2023-05-06,"On Hold","2024-05-03 16:27:40",1,"Joe S.",SR
783,CS_586423,Design,3,3,5,2023-03-21,2023-05-26,"In Process","2024-05-03 16:27:40",66,"George E.",Problem
784,CS_715023,"Password Reset",2,1,2,2023-05-01,2023-05-05,Open,"2024-05-03 16:27:40",4,"George E.",Change
785,CS_233810,Construction,3,2,4,2023-03-24,2023-04-15,"On Hold","2024-05-03 16:27:40",22,"Rona E.",SR
786,CS_992950,Design,3,2,4,2023-04-10,2023-06-30,Open,"2024-05-03 16:27:40",81,"George E.",Change
787,CS_441691,"Password Reset",1,1,1,2023-06-01,2023-07-20,Deployed,"2024-05-03 16:27:40",49,"Rona E.",Problem
788,CS_783908,"Password Reset",3,2,4,2023-04-24,2023-05-22,"Deployed Failed","2024-05-03 16:27:40",28,"Achmed M.",Incident
789,CS_307379,Test,1,1,1,2023-03-03,2023-05-04,Deployed,"2024-05-03 16:27:40",62,"Achmed M.",Problem
790,CS_714446,Construction,1,1,1,2023-03-07,2023-06-02,"On Hold","2024-05-03 16:27:40",87,"George E.",Problem
791,CS_499860,Construction,1,1,1,2023-01-30,2023-04-12,Deployed,"2024-05-03 16:27:40",72,"Bill B.",Incident
792,CS_463452,"Password Reset",2,2,3,2023-04-28,2023-07-27,"In Process","2024-05-03 16:27:40",90,"Achmed M.",Problem
793,CS_106170,Construction,2,1,2,2023-02-09,2023-03-26,"On Hold","2024-05-03 16:27:40",45,"Joe S.",Problem
794,CS_939569,Test,2,3,4,2023-02-04,2023-03-10,"On Hold","2024-05-03 16:27:40",34,"Rona E.",Problem
795,CS_735350,Design,1,2,2,2023-02-16,2023-03-11,"In Process","2024-05-03 16:27:40",23,"Rona E.",Problem
796,CS_532346,Design,1,2,2,2023-06-22,2023-08-11,"In Process","2024-05-03 16:27:40",50,"Achmed M.",Problem
797,CS_740773,Design,3,3,5,2023-06-18,2023-08-14,Open,"2024-05-03 16:27:40",57,"Achmed M.",SR
798,CS_960312,Construction,1,1,1,2023-02-10,2023-04-19,Deployed,"2024-05-03 16:27:40",68,"Achmed M.",Change
799,CS_320887,Test,1,1,1,2023-02-10,2023-03-22,"On Hold","2024-05-03 16:27:40",40,"Joe S.",Change
800,CS_542157,Design,1,1,1,2023-05-26,2023-07-23,Open,"2024-05-03 16:27:40",58,"Joe S.",Incident
801,CS_325476,Test,2,2,3,2023-05-21,2023-07-12,"In Process","2024-05-03 16:27:40",52,"Rona E.",Incident
802,CS_986895,Construction,2,1,2,2023-03-08,2023-04-15,Deployed,"2024-05-03 16:27:40",38,"Achmed M.",SR
803,CS_787553,"Password Reset",3,2,4,2023-04-29,2023-06-18,"On Hold","2024-05-03 16:27:40",50,"Bill B.",Change
804,CS_962775,Design,1,3,3,2023-04-23,2023-05-09,Deployed,"2024-05-03 16:27:40",16,"Bill B.",SR
805,CS_953075,"Password Reset",2,3,4,2023-05-23,2023-08-24,Open,"2024-05-03 16:27:40",93,"Bill B.",Problem
806,CS_722540,Test,2,2,3,2023-03-03,2023-04-22,"On Hold","2024-05-03 16:27:40",50,"Bill B.",SR
807,CS_441259,Test,2,1,2,2023-05-03,2023-07-22,Open,"2024-05-03 16:27:40",80,"Rona E.",Problem
808,CS_411207,"Password Reset",3,2,4,2023-06-20,2023-07-16,Deployed,"2024-05-03 16:27:40",26,"Bill B.",Change
809,CS_533301,Design,1,2,2,2023-04-28,2023-07-01,Deployed,"2024-05-03 16:27:40",64,"Bill B.",Problem
810,CS_376783,Test,3,1,3,2023-02-26,2023-03-19,"In Process","2024-05-03 16:27:40",21,"Joe S.",Problem
811,CS_938366,"Password Reset",1,3,3,2023-05-07,2023-05-09,Open,"2024-05-03 16:27:40",2,"Joe S.",Incident
812,CS_813403,Design,2,2,3,2023-01-16,2023-02-17,"On Hold","2024-05-03 16:27:40",32,"Achmed M.",Incident
813,CS_595532,Design,1,3,3,2023-04-06,2023-05-22,"In Process","2024-05-03 16:27:40",46,"Bill B.",Problem
814,CS_868254,"Password Reset",2,1,2,2023-05-16,2023-07-09,Deployed,"2024-05-03 16:27:40",54,"Joe S.",SR
815,CS_124229,"Password Reset",3,1,3,2023-06-06,2023-06-29,Deployed,"2024-05-03 16:27:40",23,"Rona E.",Incident
816,CS_716254,Test,3,3,5,2023-05-20,2023-07-13,Open,"2024-05-03 16:27:40",54,"Bill B.",Problem
817,CS_734904,"Password Reset",1,2,2,2023-06-29,2023-10-04,Deployed,"2024-05-03 16:27:40",97,"George E.",Change
818,CS_739613,Test,3,1,3,2023-02-24,2023-05-18,Deployed,"2024-05-03 16:27:40",83,"Joe S.",Change
819,CS_887789,Test,3,2,4,2023-01-25,2023-04-23,"On Hold","2024-05-03 16:27:40",88,"Achmed M.",Incident
820,CS_792805,Design,3,3,5,2023-05-05,2023-05-11,"In Process","2024-05-03 16:27:40",6,"Bill B.",Change
821,CS_425143,Construction,2,3,4,2023-04-30,2023-06-02,Open,"2024-05-03 16:27:40",33,"Joe S.",Problem
822,CS_189682,Test,3,1,3,2023-05-04,2023-07-06,"Deployed Failed","2024-05-03 16:27:40",63,"Achmed M.",Problem
823,CS_567332,Construction,1,3,3,2023-03-26,2023-06-05,"On Hold","2024-05-03 16:27:40",71,"George E.",SR
824,CS_836115,"Password Reset",2,2,3,2023-01-18,2023-02-12,"Deployed Failed","2024-05-03 16:27:40",25,"Bill B.",SR
825,CS_431898,"Password Reset",3,1,3,2023-06-09,2023-09-14,Deployed,"2024-05-03 16:27:40",97,"George E.",Problem
826,CS_210024,Design,3,2,4,2023-03-22,2023-03-28,"In Process","2024-05-03 16:27:40",6,"George E.",Incident
827,CS_945711,"Password Reset",1,2,2,2023-04-29,2023-05-06,"Deployed Failed","2024-05-03 16:27:40",7,"Rona E.",Incident
828,CS_811451,Test,3,1,3,2023-03-30,2023-04-05,Deployed,"2024-05-03 16:27:40",6,"Joe S.",Incident
829,CS_871415,"Password Reset",3,1,3,2023-04-04,2023-06-12,"In Process","2024-05-03 16:27:40",69,"Joe S.",Incident
830,CS_851096,Design,3,3,5,2023-06-17,2023-09-25,"In Process","2024-05-03 16:27:40",100,"Bill B.",Change
831,CS_799584,Test,1,3,3,2023-01-04,2023-04-04,Deployed,"2024-05-03 16:27:40",90,"Bill B.",Change
832,CS_170593,Design,2,3,4,2023-01-05,2023-02-28,Deployed,"2024-05-03 16:27:40",54,"Joe S.",Change
833,CS_606005,Design,1,1,1,2023-05-15,2023-07-11,"On Hold","2024-05-03 16:27:40",57,"Joe S.",Incident
834,CS_539078,Test,1,2,2,2023-04-09,2023-06-22,Deployed,"2024-05-03 16:27:40",74,"Rona E.",Problem
835,CS_789923,"Password Reset",2,2,3,2023-03-31,2023-06-03,Open,"2024-05-03 16:27:40",64,"Joe S.",Change
836,CS_578289,"Password Reset",3,1,3,2023-05-23,2023-08-19,"Deployed Failed","2024-05-03 16:27:40",88,"Rona E.",Incident
837,CS_954838,Construction,2,3,4,2023-02-28,2023-03-20,"On Hold","2024-05-03 16:27:40",20,"Bill B.",Problem
838,CS_190144,Construction,2,3,4,2023-01-23,2023-03-25,"On Hold","2024-05-03 16:27:40",61,"Joe S.",SR
839,CS_343390,Test,1,2,2,2023-05-17,2023-05-28,"On Hold","2024-05-03 16:27:40",11,"Joe S.",SR
840,CS_864410,Construction,2,2,3,2023-03-09,2023-04-17,Open,"2024-05-03 16:27:40",39,"Joe S.",SR
841,CS_488921,"Password Reset",2,2,3,2023-03-26,2023-05-18,Deployed,"2024-05-03 16:27:40",53,"Achmed M.",Problem
842,CS_852029,Design,1,2,2,2023-05-18,2023-08-12,"On Hold","2024-05-03 16:27:40",86,"Achmed M.",Incident
843,CS_101961,"Password Reset",2,3,4,2023-06-09,2023-07-06,Open,"2024-05-03 16:27:40",27,"Bill B.",Incident
844,CS_624566,Design,3,2,4,2023-06-25,2023-08-04,"Deployed Failed","2024-05-03 16:27:40",40,"Joe S.",Incident
845,CS_996511,Test,3,1,3,2023-06-27,2023-08-07,"In Process","2024-05-03 16:27:40",41,"Bill B.",Problem
846,CS_263128,"Password Reset",1,2,2,2023-03-11,2023-06-10,Deployed,"2024-05-03 16:27:40",91,"Joe S.",Change
847,CS_245296,"Password Reset",3,2,4,2023-01-21,2023-04-25,Open,"2024-05-03 16:27:40",94,"Joe S.",Incident
848,CS_893405,Construction,2,1,2,2023-01-08,2023-04-06,Open,"2024-05-03 16:27:40",88,"Rona E.",Change
849,CS_511974,"Password Reset",3,2,4,2023-06-07,2023-07-11,Deployed,"2024-05-03 16:27:40",34,"Bill B.",Incident
850,CS_513126,Construction,2,1,2,2023-04-19,2023-07-16,"Deployed Failed","2024-05-03 16:27:40",88,"Rona E.",Problem
851,CS_442333,"Password Reset",3,3,5,2023-04-23,2023-05-17,Open,"2024-05-03 16:27:40",24,"George E.",Problem
852,CS_220006,"Password Reset",1,3,3,2023-05-07,2023-05-24,"In Process","2024-05-03 16:27:40",17,"Achmed M.",Incident
853,CS_580678,Construction,2,1,2,2023-02-10,2023-04-12,Deployed,"2024-05-03 16:27:40",61,"George E.",Incident
854,CS_773776,Test,3,1,3,2023-06-03,2023-07-18,"In Process","2024-05-03 16:27:40",45,"Rona E.",Incident
855,CS_770252,Construction,2,2,3,2023-02-21,2023-04-17,"Deployed Failed","2024-05-03 16:27:40",55,"Rona E.",Problem
856,CS_875004,"Password Reset",3,3,5,2023-02-05,2023-02-27,"Deployed Failed","2024-05-03 16:27:40",22,"Achmed M.",Change
857,CS_333431,Construction,1,1,1,2023-01-19,2023-03-08,"On Hold","2024-05-03 16:27:40",48,"Joe S.",Incident
858,CS_435677,"Password Reset",3,1,3,2023-02-15,2023-05-04,"Deployed Failed","2024-05-03 16:27:40",78,"Joe S.",SR
859,CS_569121,Test,1,2,2,2023-04-14,2023-06-26,"Deployed Failed","2024-05-03 16:27:40",73,"Bill B.",SR
860,CS_286126,Design,3,3,5,2023-02-23,2023-04-24,"In Process","2024-05-03 16:27:40",60,"Rona E.",Change
861,CS_968865,Construction,1,3,3,2023-03-18,2023-05-22,"In Process","2024-05-03 16:27:40",65,"Achmed M.",Change
862,CS_341363,Construction,3,1,3,2023-04-16,2023-05-03,"Deployed Failed","2024-05-03 16:27:40",17,"Bill B.",Incident
863,CS_293210,Test,1,2,2,2023-03-27,2023-05-03,"In Process","2024-05-03 16:27:40",37,"Bill B.",Problem
864,CS_625049,Design,2,3,4,2023-02-13,2023-02-15,"Deployed Failed","2024-05-03 16:27:40",2,"Rona E.",Incident
865,CS_941849,Test,3,1,3,2023-05-12,2023-06-18,Deployed,"2024-05-03 16:27:40",37,"Rona E.",Incident
866,CS_158951,Design,3,1,3,2023-01-02,2023-02-27,Deployed,"2024-05-03 16:27:40",56,"George E.",SR
867,CS_945628,Design,2,3,4,2023-01-10,2023-03-22,"In Process","2024-05-03 16:27:40",71,"George E.",Incident
868,CS_248554,Test,1,1,1,2023-02-26,2023-03-15,Open,"2024-05-03 16:27:40",17,"George E.",Change
869,CS_208738,Design,3,2,4,2023-01-30,2023-03-22,"In Process","2024-05-03 16:27:40",51,"Rona E.",SR
870,CS_318356,"Password Reset",1,1,1,2023-05-05,2023-06-11,Deployed,"2024-05-03 16:27:40",37,"George E.",Problem
871,CS_617938,Test,3,3,5,2023-03-24,2023-05-16,"Deployed Failed","2024-05-03 16:27:40",53,"Bill B.",SR
872,CS_340362,Design,1,3,3,2023-01-07,2023-04-06,Open,"2024-05-03 16:27:40",89,"Achmed M.",SR
873,CS_855593,"Password Reset",3,1,3,2023-03-06,2023-03-31,"In Process","2024-05-03 16:27:40",25,"Achmed M.",Change
874,CS_177761,Construction,1,3,3,2023-06-18,2023-08-03,Open,"2024-05-03 16:27:40",46,"George E.",Change
875,CS_768586,Design,3,2,4,2023-01-01,2023-04-04,"Deployed Failed","2024-05-03 16:27:40",93,"Achmed M.",SR
876,CS_330516,Construction,1,3,3,2023-05-05,2023-07-06,Deployed,"2024-05-03 16:27:40",62,"Rona E.",SR
877,CS_804482,"Password Reset",3,3,5,2023-04-24,2023-06-15,"On Hold","2024-05-03 16:27:40",52,"George E.",SR
878,CS_800959,Test,2,1,2,2023-04-08,2023-04-10,Deployed,"2024-05-03 16:27:40",2,"Joe S.",Incident
879,CS_825028,"Password Reset",3,2,4,2023-01-29,2023-04-30,"Deployed Failed","2024-05-03 16:27:40",91,"Achmed M.",SR
880,CS_421684,Construction,2,2,3,2023-01-08,2023-04-11,Open,"2024-05-03 16:27:40",93,"Achmed M.",SR
881,CS_150248,Design,3,3,5,2023-05-15,2023-08-14,"In Process","2024-05-03 16:27:40",91,"Achmed M.",Change
882,CS_705118,"Password Reset",1,2,2,2023-02-27,2023-04-29,"On Hold","2024-05-03 16:27:40",61,"Achmed M.",Change
883,CS_234043,Test,2,3,4,2023-02-08,2023-02-20,Open,"2024-05-03 16:27:40",12,"Rona E.",Problem
884,CS_308409,Test,2,3,4,2023-02-26,2023-02-28,Deployed,"2024-05-03 16:27:40",2,"George E.",SR
885,CS_501176,Design,2,2,3,2023-01-20,2023-04-02,"In Process","2024-05-03 16:27:40",72,"Joe S.",SR
886,CS_329566,Construction,1,2,2,2023-05-05,2023-05-23,"In Process","2024-05-03 16:27:40",18,"Achmed M.",Problem
887,CS_292645,Design,2,3,4,2023-02-04,2023-05-11,Open,"2024-05-03 16:27:40",96,"Rona E.",Change
888,CS_519587,Design,1,1,1,2023-06-18,2023-07-19,"Deployed Failed","2024-05-03 16:27:40",31,"Bill B.",Change
889,CS_915038,Design,2,1,2,2023-03-12,2023-04-25,"In Process","2024-05-03 16:27:40",44,"Achmed M.",Problem
890,CS_650173,Test,2,3,4,2023-06-26,2023-09-28,Deployed,"2024-05-03 16:27:40",94,"Bill B.",Incident
891,CS_955974,"Password Reset",1,3,3,2023-04-18,2023-07-11,"Deployed Failed","2024-05-03 16:27:40",84,"Rona E.",Problem
892,CS_712836,Construction,2,2,3,2023-02-07,2023-03-01,Deployed,"2024-05-03 16:27:40",22,"Bill B.",Problem
893,CS_581914,Design,1,3,3,2023-05-13,2023-08-02,"In Process","2024-05-03 16:27:40",81,"Bill B.",Problem
894,CS_745757,Construction,1,2,2,2023-06-09,2023-06-19,Deployed,"2024-05-03 16:27:40",10,"Achmed M.",SR
895,CS_536553,"Password Reset",1,3,3,2023-02-12,2023-05-18,"Deployed Failed","2024-05-03 16:27:40",95,"Rona E.",Change
896,CS_701465,"Password Reset",2,2,3,2023-03-21,2023-03-25,"Deployed Failed","2024-05-03 16:27:40",4,"Joe S.",Incident
897,CS_216008,Construction,2,2,3,2023-01-04,2023-02-18,"In Process","2024-05-03 16:27:40",45,"Rona E.",SR
898,CS_721590,Design,3,2,4,2023-01-02,2023-01-19,"In Process","2024-05-03 16:27:40",17,"Joe S.",Incident
899,CS_737951,Construction,1,2,2,2023-03-26,2023-04-28,Open,"2024-05-03 16:27:40",33,"Achmed M.",Incident
900,CS_470724,"Password Reset",1,2,2,2023-03-11,2023-05-05,Deployed,"2024-05-03 16:27:40",55,"Rona E.",Change
901,CS_279846,"Password Reset",2,1,2,2023-03-15,2023-06-21,"Deployed Failed","2024-05-03 16:27:40",98,"Rona E.",Change
902,CS_483004,"Password Reset",3,1,3,2023-04-30,2023-07-24,"In Process","2024-05-03 16:27:40",85,"Joe S.",Problem
903,CS_255064,Test,3,2,4,2023-06-25,2023-08-05,Deployed,"2024-05-03 16:27:40",41,"Joe S.",SR
904,CS_256188,Test,2,2,3,2023-03-23,2023-04-13,"On Hold","2024-05-03 16:27:40",21,"Achmed M.",Change
905,CS_384164,"Password Reset",3,2,4,2023-05-20,2023-05-29,Deployed,"2024-05-03 16:27:40",9,"Bill B.",Problem
906,CS_752754,Construction,2,3,4,2023-03-27,2023-06-03,Deployed,"2024-05-03 16:27:40",68,"Achmed M.",Problem
907,CS_566572,Test,2,1,2,2023-04-19,2023-07-25,"On Hold","2024-05-03 16:27:40",97,"George E.",Incident
908,CS_253688,"Password Reset",2,1,2,2023-06-01,2023-07-18,"On Hold","2024-05-03 16:27:40",47,"George E.",SR
909,CS_952630,Test,2,1,2,2023-03-05,2023-05-15,"On Hold","2024-05-03 16:27:40",71,"Bill B.",Change
910,CS_496560,Construction,1,1,1,2023-02-01,2023-02-09,Open,"2024-05-03 16:27:40",8,"Bill B.",Incident
911,CS_918964,Test,1,3,3,2023-04-14,2023-04-24,"On Hold","2024-05-03 16:27:40",10,"George E.",Problem
912,CS_978825,Construction,3,1,3,2023-03-18,2023-04-02,Deployed,"2024-05-03 16:27:40",15,"Achmed M.",Incident
913,CS_932262,Design,3,3,5,2023-02-25,2023-04-06,"On Hold","2024-05-03 16:27:40",40,"Rona E.",Incident
914,CS_857443,"Password Reset",2,3,4,2023-05-29,2023-09-04,"On Hold","2024-05-03 16:27:40",98,"Rona E.",Incident
915,CS_208041,Test,2,3,4,2023-03-30,2023-06-19,Open,"2024-05-03 16:27:40",81,"George E.",SR
916,CS_640934,Construction,3,3,5,2023-05-12,2023-06-03,"On Hold","2024-05-03 16:27:40",22,"Bill B.",Change
917,CS_290950,"Password Reset",3,2,4,2023-05-03,2023-07-08,"In Process","2024-05-03 16:27:40",66,"Bill B.",Change
918,CS_659033,"Password Reset",1,3,3,2023-04-28,2023-06-06,Deployed,"2024-05-03 16:27:40",39,"Bill B.",Change
919,CS_936260,Test,3,2,4,2023-05-27,2023-07-31,Deployed,"2024-05-03 16:27:40",65,"Achmed M.",Change
920,CS_376568,"Password Reset",3,1,3,2023-05-11,2023-07-18,"Deployed Failed","2024-05-03 16:27:40",68,"Achmed M.",Incident
921,CS_871370,Test,3,2,4,2023-06-29,2023-08-24,Open,"2024-05-03 16:27:40",56,"George E.",Problem
922,CS_765464,"Password Reset",3,3,5,2023-06-19,2023-08-10,Open,"2024-05-03 16:27:40",52,"Achmed M.",Change
923,CS_404403,Construction,1,1,1,2023-05-01,2023-07-27,Open,"2024-05-03 16:27:40",87,"George E.",SR
924,CS_660652,Construction,2,3,4,2023-06-03,2023-06-23,"On Hold","2024-05-03 16:27:40",20,"Bill B.",SR
925,CS_921961,Design,1,1,1,2023-03-28,2023-06-05,"On Hold","2024-05-03 16:27:40",69,"Rona E.",Problem
926,CS_224898,Construction,2,3,4,2023-03-03,2023-05-10,"Deployed Failed","2024-05-03 16:27:40",68,"Achmed M.",Change
